EEG_Fp1,EEG_Fp2
-0.000253,-0.000232
-0.000234,-0.000203
-0.000209,-0.000154
-0.000208,-0.000161
-0.000233,-0.00021
-0.000241,-0.000213
-0.000216,-0.000169
-0.000203,-0.000151
-0.000222,-0.000199
-0.000232,-0.00021
-0.000215,-0.000169
-0.000208,-0.000148
-0.000223,-0.00019
-0.000237,-0.000217
-0.000236,-0.00019
-0.000211,-0.000147
-0.000216,-0.00017
-0.000236,-0.00021
-0.00023,-0.000193
-0.000206,-0.000152
-0.000206,-0.000155
-0.00024,-0.000208
-0.000242,-0.000205
-0.000217,-0.000161
-0.000208,-0.000153
-0.000219,-0.000187
-0.000235,-0.000213
-0.000215,-0.000169
-0.000201,-0.000139
-0.000211,-0.000171
-0.000228,-0.000202
-0.000221,-0.000173
-0.000202,-0.000136
-0.000216,-0.000167
-0.000236,-0.000208
-0.000227,-0.000193
-0.000201,-0.000143
-0.000203,-0.000148
-0.00022,-0.000191
-0.000224,-0.000201
-0.000207,-0.000157
-0.000206,-0.000153
-0.000229,-0.000197
-0.00024,-0.000218
-0.000219,-0.000171
-0.000203,-0.000143
-0.000222,-0.000181
-0.000236,-0.000214
-0.000229,-0.000191
-0.000204,-0.000147
-0.000203,-0.000158
-0.000226,-0.0002
-0.000223,-0.00018
-0.000202,-0.000133
-0.000194,-0.000139
-0.000223,-0.000191
-0.00023,-0.000198
-0.000217,-0.000158
-0.000219,-0.00014
-0.00023,-0.00018
-0.000257,-0.000211
-0.000238,-0.000166
-0.000232,-0.000131
-0.000248,-0.000169
-0.00028,-0.000209
-0.000269,-0.000186
-0.00024,-0.000148
-0.000249,-0.000171
-0.000272,-0.00022
-0.000269,-0.000216
-0.000249,-0.000178
-0.000243,-0.000182
-0.000259,-0.000223
-0.000263,-0.000223
-0.000247,-0.000181
-0.000247,-0.000169
-0.00026,-0.000202
-0.000269,-0.000219
-0.000257,-0.000185
-0.000234,-0.000153
-0.000256,-0.000199
-0.000269,-0.000232
-0.000249,-0.00019
-0.000226,-0.000154
-0.000232,-0.000172
-0.000248,-0.000207
-0.000253,-0.000204
-0.00023,-0.000156
-0.000225,-0.000157
-0.000257,-0.000203
-0.000272,-0.000215
-0.000248,-0.000168
-0.000236,-0.000159
-0.000249,-0.000203
-0.000269,-0.000224
-0.000242,-0.00018
-0.000226,-0.000155
-0.00024,-0.000191
-0.000258,-0.000214
-0.000249,-0.000186
-0.000228,-0.000146
-0.000234,-0.000172
-0.000249,-0.000207
-0.000251,-0.000204
-0.000223,-0.000157
-0.000224,-0.000163
-0.000245,-0.000205
-0.000255,-0.000214
-0.00023,-0.000168
-0.000213,-0.000151
-0.00023,-0.00019
-0.000248,-0.000215
-0.000233,-0.000173
-0.000211,-0.000143
-0.000225,-0.000183
-0.000245,-0.000213
-0.000236,-0.000186
-0.000218,-0.000153
-0.000236,-0.000184
-0.000247,-0.000216
-0.000231,-0.00019
-0.000205,-0.000139
-0.000208,-0.000145
-0.000232,-0.000189
-0.000234,-0.000198
-0.000213,-0.000151
-0.000206,-0.00014
-0.000216,-0.000177
-0.000231,-0.0002
-0.000217,-0.000163
-0.000194,-0.000132
-0.00021,-0.000169
-0.000231,-0.00021
-0.00021,-0.000175
-0.0002,-0.000138
-0.000196,-0.000143
-0.000224,-0.000197
-0.000219,-0.000183
-0.000194,-0.000137
-0.000188,-0.000142
-0.000217,-0.000189
-0.000215,-0.000195
-0.000186,-0.000145
-0.000182,-0.000134
-0.000197,-0.000172
-0.000214,-0.000196
-0.000196,-0.000152
-0.00018,-0.000127
-0.000191,-0.000156
-0.000207,-0.000187
